"M";"FOM";"U1";"U2";"U3";"U4";"U5";"U6";"U7";"K1";"K2";"K3";"K4";"K5";"K6";"K7";"L1";"L2";"L3";"L4";"L5";"L6";"G1";"G2";"G3";"G4";"G5";"G6";"P1";"P2";"P3";"P4";"P5";"P6";"M1";"M2";"M3";"M4";"M5";"M6";"M7";"M8";"M9";"M10";"M11";"M12";"M13";"M14";"M15";"M16";"M17";"M18";"M19";"M20";"M21";"M22";"M23";"M24";"M25";"M26";"H1";"H2";"H3";"H4";"H5";"H6";"H7";"H8";"H9";"H10";"H11";"H12";"H13";"H14";"H15";"H16";"H17";"H18";"H19";"H20";"H21";"H22";"H23";"H24";"H25";"H26";"F1";"F2";"F3";"F4";"F5";"F6";"F7";"N";"W1";"W2";"W3";"W4";"W5";"W6";"W7";"W8";"W9";"W001_10";"W001_11";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"E11";"E12";"E13";"E14";"E15";"E16";"E17";"D1";"D2";"D3";"D4";"D5";"D6";"D7";"D8"
"549560";"Bonn";10;10;10;10;10;9;3;10;8;7;9;10;7;10;7;10;10;10;8;6;100;300;150;50;100;50;8;10;10;7;5;5;10;10;10;5;10;10;10;10;10;10;10;10;10;10;8;10;10;10;6;5;10;10;10;10;10;10;10;7;10;10;10;10;10;10;10;7;6;7;10;9;8;5;5;5;3;2;10;10;6;10;5;8;10;10;10;0;3;0;10;2;7;7;1;1;2;3;2;6;7;7;7;5;4;6;7;7;7;7;3;5;2;7;7;5;7;7;5;7;23;2;2;3;1;1;"52062";1
"549254";"Bonn";8;7;8;9;8;10;7;9;5;6;8;10;7;6;2;5;4;2;2;4;500;200;600;40;300;250;2;7;2;2;1;2;4;6;3;5;7;5;5;8;0;8;8;5;2;3;2;7;0;7;3;10;5;4;5;5;7;9;0;2;0;0;7;10;2;5;0;7;7;2;2;6;5;5;3;7;3;10;4;0;2;10;8;9;9;0;1;0;0;1;0;3;2;2;5;5;1;1;3;5;2;7;6;1;2;2;NA;2;4;5;2;4;4;2;5;2;2;5;2;6;37;1;3;3;2;4;"56659";1
"549442";"Bonn";9;8;10;10;9;9;7;8;8;8;8;10;8;8;2;3;2;4;2;5;180;250;400;200;150;50;0;1;1;3;3;3;10;10;10;10;10;10;10;10;10;10;10;9;9;8;10;9;9;9;8;10;9;9;9;10;10;10;1;2;0;0;3;0;3;5;3;6;7;3;3;4;8;4;4;4;0;3;7;2;4;8;8;7;10;8;8;7;8;6;7;3;6;4;3;3;2;6;3;7;6;6;6;5;5;5;6;6;5;5;3;2;3;4;4;4;3;4;4;6;25;2;3;1;2;2;"56727";1
"552365";"Bonn";10;0;2;3;0;0;0;0;0;0;0;0;0;0;4;8;4;5;6;5;400;200;500;200;0;100;0;5;5;4;5;7;7;7;5;4;8;8;7;8;7;4;6;10;5;8;10;8;10;8;8;2;8;0;4;10;7;8;0;5;0;0;0;0;0;8;6;5;8;5;5;10;5;7;5;6;3;6;6;0;6;0;6;4;10;0;2;3;0;0;0;3;6;5;7;4;1;7;4;5;6;6;5;5;4;5;2;3;2;5;6;4;5;7;4;5;3;4;3;2;28;1;3;1;2;3;"53819";1
"552365";"Bonn";10;9;9;10;8;10;7;9;6;6;7;10;5;9;5;10;7;6;5;6;180;280;480;70;80;40;3;5;4;8;7;8;5;10;2;9;7;8;5;6;3;8;8;10;NA;9;NA;8;5;5;8;3;8;3;10;9;9;9;1;5;0;5;0;0;0;2;0;6;7;3;NA;8;NA;2;1;8;2;5;9;0;5;7;9;9;10;2;2;0;0;3;1;3;6;4;1;2;1;6;2;7;5;6;6;2;3;2;2;2;2;6;3;1;1;2;2;1;2;3;4;6;63;1;3;3;3;2;"53879";1
"549442";"Bonn";8;10;10;10;9;10;5;10;9;8;9;10;8;10;5;7;5;6;8;3;400;200;800;100;100;50;6;9;6;4;6;3;8;8;0;8;3;3;10;8;2;6;6;2;0;2;5;0;5;7;10;9;3;10;3;8;10;9;3;3;0;3;4;4;0;8;2;4;3;2;0;2;5;0;5;7;0;9;3;0;3;8;10;9;10;8;8;2;0;0;2;3;7;6;3;3;1;5;1;7;7;7;6;4;7;6;3;4;3;6;6;3;4;5;6;4;5;5;6;4;24;1;3;3;2;1;"53111";1
"552365";"Bonn";8;8;8;8;8;8;6;5;7;7;7;7;8;10;6;8;6;8;8;8;200;200;50;50;100;0;6;8;8;8;2;9;8;8;6;7;8;2;6;9;2;9;9;9;9;10;10;9;9;10;8;9;10;7;8;10;10;10;8;9;1;6;6;2;9;6;0;10;10;10;10;10;10;5;9;10;6;8;10;2;9;10;10;10;9;0;2;0;0;2;0;3;6;7;6;6;7;6;6;6;7;6;7;4;6;6;5;1;2;7;5;5;2;1;2;6;6;7;7;7;79;2;5;3;1;3;"53347";NA
"549254";"Bonn";10;9;10;10;10;10;8;10;10;10;10;10;8;10;2;5;2;5;3;3;300;150;700;85;30;80;2;2;2;4;3;6;0;0;0;0;0;0;0;5;0;6;6;8;0;9;9;10;5;8;7;7;10;4;8;10;10;8;0;0;0;0;0;0;0;8;3;6;9;8;0;9;10;10;3;10;3;2;10;1;6;10;10;7;10;0;0;0;0;0;0;3;6;4;1;4;4;5;4;7;5;5;7;4;4;5;2;4;4;7;4;4;2;2;1;1;6;3;6;7;53;1;3;3;2;4;"56659";2
"549254";"Bonn";6;8;7;7;8;8;7;9;3;3;9;9;3;5;5;8;9;7;NA;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;10;0;0;10;0;10;10;5;5;0;0;3;5;5;5;8;8;8;0;6;8;8;0;0;0;0;0;0;0;10;0;10;10;NA;NA;NA;NA;NA;5;10;5;6;6;6;0;6;10;8;10;0;0;0;3;0;0;3;4;4;4;4;1;7;7;5;4;5;7;5;5;6;3;3;4;6;1;1;1;2;5;3;6;5;6;6;73;2;5;3;2;4;"56659";NA
"549254";"Bonn";6;5;8;8;8;5;5;5;6;6;5;5;6;6;5;6;5;6;5;6;0;20;0;50;0;50;3;4;3;4;5;0;10;8;8;9;7;7;6;6;6;10;10;10;10;10;10;10;9;8;9;8;10;8;9;10;9;9;8;8;9;8;7;7;6;7;5;9;9;5;5;4;4;7;2;4;3;4;3;4;4;8;7;6;10;0;0;0;0;0;0;3;7;3;2;4;3;NA;NA;7;7;7;7;7;7;7;7;7;7;7;4;4;4;7;7;3;1;6;5;7;14;2;1;NA;2;2;"53449";NA
"549135";"Bonn";8;7;7;9;8;8;7;9;8;9;9;10;7;7;5;9;7;6;7;6;100;200;1000;50;50;40;5;4;5;8;5;7;8;9;7;8;8;6;8;9;7;9;9;9;9;9;9;5;8;9;8;9;8;8;9;7;8;9;5;5;2;4;5;4;6;8;4;7;7;6;8;7;4;5;5;4;8;9;7;7;6;8;7;7;8;7;8;0;5;5;5;3;7;5;4;3;2;5;5;4;5;6;6;2;3;3;4;3;3;4;4;2;2;5;6;6;3;3;5;2;50;1;3;1;2;4;"53639";1
"549442";"Bonn";10;10;10;10;8;10;8;8;8;8;8;10;6;7;4;6;6;8;8;10;80;60;0;150;0;80;2;5;10;4;7;2;8;8;9;8;7;7;6;9;8;10;10;8;8;8;10;9;9;9;7;7;8;6;6;10;7;7;10;10;0;7;6;6;5;9;9;8;8;6;6;5;7;3;4;3;3;7;7;0;4;7;4;5;10;5;5;6;3;5;0;3;7;7;5;4;1;5;4;3;6;5;7;7;7;7;3;3;2;6;7;5;5;6;6;5;5;5;4;3;17;2;1;2;1;2;"53879";NA
"549641";"Bonn";10;10;10;10;10;10;9;10;9;10;10;10;8;10;5;10;7;10;9;5;30;150;430;5;200;5;6;8;4;9;9;5;10;10;9;10;10;10;10;5;4;10;10;10;10;10;9;9;10;10;10;10;10;8;10;9;8;10;6;9;0;8;10;10;6;6;0;9;7;9;9;9;10;5;0;7;10;9;5;1;9;10;6;9;10;1;9;2;4;8;7;1;6;3;1;1;1;6;6;5;2;7;6;1;5;2;6;2;4;6;2;5;4;2;4;2;1;7;3;4;23;2;2;3;1;1;"53115";NA
"553387";"Bonn";10;10;10;10;8;10;8;10;10;10;9;8;7;9;7;6;7;5;5;5;300;500;150;100;400;50;5;6;5;6;6;5;5;8;4;7;7;3;5;5;5;8;7;7;10;7;8;8;8;8;8;5;8;5;5;8;8;8;0;3;0;3;3;3;3;3;1;4;3;5;10;4;7;4;4;6;6;6;5;8;4;5;6;6;7;5;3;5;0;5;0;3;4;4;3;4;1;5;3;4;5;6;6;3;4;4;4;1;1;4;3;4;2;6;5;4;3;3;2;3;53;1;3;3;4;3;"51674";1
