"M";"FOM";"U1";"U2";"U3";"U4";"U5";"U6";"U7";"K1";"K2";"K3";"K4";"K5";"K6";"K7";"L1";"L2";"L3";"L4";"L5";"L6";"G1";"G2";"G3";"G4";"G5";"G6";"P1";"P2";"P3";"P4";"P5";"P6";"M1";"M2";"M3";"M4";"M5";"M6";"M7";"M8";"M9";"M10";"M11";"M12";"M13";"M14";"M15";"M16";"M17";"M18";"M19";"M20";"M21";"M22";"M23";"M24";"M25";"M26";"H1";"H2";"H3";"H4";"H5";"H6";"H7";"H8";"H9";"H10";"H11";"H12";"H13";"H14";"H15";"H16";"H17";"H18";"H19";"H20";"H21";"H22";"H23";"H24";"H25";"H26";"F1";"F2";"F3";"F4";"F5";"F6";"F7";"N";"W1";"W2";"W3";"W4";"W5";"W6";"W7";"W8";"W9";"W001_10";"W001_11";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"E11";"E12";"E13";"E14";"E15";"E16";"E17";"D1";"D2";"D3";"D4";"D5";"D6";"D7";"D8"
"551552";"Köln";10;8;8;7;8;10;10;10;6;8;8;10;8;10;10;10;10;8;8;8;400;600;1200;250;350;50;0;0;0;4;3;5;8;8;10;10;8;8;5;8;5;10;10;10;10;10;10;8;8;8;7;7;6;8;8;10;10;10;2;0;3;0;2;4;0;10;0;0;10;10;10;10;10;0;8;8;0;5;0;0;8;10;10;10;10;6;0;0;0;5;0;3;7;6;5;6;7;7;6;6;6;5;4;3;5;5;5;5;4;7;4;5;4;5;4;5;5;4;5;7;50;1;3;5;2;2;"50127";2
"550349";"Köln";8;10;10;8;7;9;6;9;4;6;7;10;4;5;2;4;3;3;5;3;300;250;600;50;100;50;3;3;3;6;4;3;7;7;5;6;3;2;3;2;3;7;9;9;3;1;6;4;8;8;6;6;7;5;7;10;7;7;2;6;2;2;0;0;0;7;2;6;6;10;5;5;5;4;4;7;1;7;5;1;5;8;2;4;10;0;0;0;0;3;3;3;7;6;6;4;1;5;3;6;5;5;7;5;5;6;6;6;6;5;3;4;5;6;7;7;1;5;5;5;29;1;3;1;2;4;"50171";1
"552378";"Köln";8;1;10;9;7;10;4;9;2;6;9;9;4;10;9;9;5;5;5;5;300;300;1000;600;300;500;0;3;0;2;3;5;6;10;5;10;8;6;5;1;3;5;5;7;7;7;7;9;5;7;7;8;7;7;2;6;6;7;1;2;3;1;4;8;2;8;1;6;9;7;3;6;6;4;2;8;3;7;2;1;3;10;4;7;8;2;3;1;7;5;8;3;7;3;1;4;2;4;2;7;6;4;5;5;5;7;4;1;2;6;4;4;4;3;5;3;4;4;4;4;68;2;4;2;3;1;"50672";NA
"527495";"Köln";9;9;10;10;10;8;8;5;6;8;8;8;5;9;6;9;8;8;7;5;40;400;900;100;50;0;5;8;7;7;9;5;5;9;5;8;9;9;8;2;5;9;9;6;3;9;7;5;8;6;4;8;9;5;4;9;6;7;0;8;0;0;6;10;0;9;0;8;7;7;5;8;7;0;5;3;0;8;7;0;3;7;3;5;10;0;6;0;0;4;0;3;5;2;2;1;1;4;6;6;7;6;6;2;4;4;1;2;2;4;4;2;5;2;2;2;4;4;3;4;53;2;3;1;2;1;"51069";1
"548800";"Köln";7;6;8;6;7;8;8;6;7;8;8;7;6;8;8;7;6;5;8;8;100;50;50;100;100;100;5;7;7;8;8;7;6;7;5;7;8;7;8;7;7;8;9;8;8;9;8;10;3;8;2;10;9;4;9;7;8;8;0;1;0;3;8;7;6;7;7;6;7;7;7;8;10;10;1;7;1;9;8;1;8;6;8;8;8;5;1;0;3;0;0;3;4;1;1;1;6;6;3;6;7;5;3;1;5;2;2;2;2;3;3;4;3;4;2;1;5;4;3;3;82;2;5;5;1;3;"51789";NA
"547982";"Köln";5;5;5;6;10;6;10;5;6;10;10;10;1;10;0;0;0;0;0;0;200;400;250;100;250;150;0;0;0;0;0;0;10;10;10;10;5;5;5;5;5;5;5;4;3;4;3;5;5;5;5;6;5;5;4;10;10;10;10;10;10;10;5;5;5;5;5;5;5;4;3;4;3;5;5;5;5;6;5;5;4;10;10;10;0;0;0;0;0;0;0;3;6;4;5;5;3;3;1;6;6;4;4;3;3;1;1;1;1;1;5;5;2;3;4;1;1;1;2;1;71;1;5;1;3;1;"50226";NA
"552378";"Köln";7;2;9;8;7;6;3;9;6;8;8;10;2;10;5;6;4;6;7;8;500;300;1000;300;300;200;0;3;3;2;2;2;9;9;5;5;5;6;4;8;6;8;5;8;7;7;6;5;9;9;9;10;10;5;3;3;8;8;3;3;0;3;1;5;5;9;1;2;2;8;3;6;6;4;1;9;1;4;3;0;6;8;10;7;9;4;0;0;0;2;0;3;6;6;4;5;4;3;2;6;5;3;7;3;3;2;4;2;5;4;5;4;5;3;4;2;1;6;1;6;45;2;3;3;3;2;"51381";1
"546840";"Köln";7;6;9;9;6;10;4;4;3;3;6;6;5;2;4;6;4;3;3;1;100;200;700;100;150;50;5;2;6;8;7;8;8;8;0;8;2;2;2;7;2;8;8;8;0;5;5;6;5;5;6;4;4;4;7;9;9;7;5;6;0;5;0;0;0;8;8;5;5;7;0;5;3;4;4;3;7;3;7;0;5;8;9;5;10;0;0;0;0;0;0;3;2;1;2;1;2;7;5;7;2;1;4;1;1;1;1;1;1;4;4;1;1;1;1;1;1;3;4;4;68;2;5;1;1;2;"50829";1
"550032";"Köln";10;10;9;9;10;10;8;10;10;10;10;10;10;10;8;10;7;9;10;10;50;150;400;20;50;10;10;10;5;10;10;10;10;10;8;3;10;9;9;3;0;10;10;7;5;7;0;6;9;10;10;8;10;10;10;8;6;9;10;10;0;10;10;10;8;7;0;5;5;7;7;5;4;5;5;8;5;9;8;3;5;7;6;7;10;10;10;0;5;8;10;2;4;4;5;6;7;1;3;2;5;3;7;1;4;7;7;7;6;3;1;3;1;6;5;1;5;1;4;4;33;2;2;4;1;1;"40223";1
"550082";"Köln";6;7;6;7;6;6;7;8;8;8;9;9;8;7;10;7;6;7;10;4;0;150;100;120;50;0;7;8;2;2;6;6;10;7;9;10;8;8;8;10;8;9;5;9;8;6;9;5;5;2;NA;5;8;8;7;7;8;7;7;8;7;6;5;7;4;8;5;8;1;4;6;10;7;5;6;2;10;6;7;7;6;3;7;8;7;2;8;2;6;6;9;3;4;4;6;4;2;4;1;6;5;7;7;2;2;2;3;4;4;6;3;3;2;3;5;5;1;4;6;6;71;2;5;3;1;2;"51789";NA
